matchId,gameVersion,gameEndTimestamp,gameDuration,blueWin,blueBan,redBan,blueChampIds,redChampIds,blueChampNames,redChampNames,blueLanes,redLanes,puuids,riotIds
KR_7367355785,14.22.633.1362,1731631725690,1283,True,"[64, 76, 78, -1, 517]","[799, 96, 910, 22, 24]","[79, 104, 84, 51, 497]","[126, 131, 4, 42, 555]","['Gragas', 'Graves', 'Akali', 'Caitlyn', 'Rakan']","['Jayce', 'Diana', 'TwistedFate', 'Corki', 'Pyke']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['kO4keX9yiKWYg0LZjA82FDVd6E5EN-GP29K5DzPGdB5r7kxGxW_F-J6kVeTDvtO5mW625VrsnH1rVQ', '85AXdvY8uOZ_kgmdu3ZArhty12_zUCB5kvKhe9mG0WdoL-EJuwhsJtDid4E_PCIPdwtdZbYcTGxrxQ', 'pvEL-57YnL6tYXR4RP9Vo3lI0-W3El8HP6DgIAWqPQYYpUC9WcGHqPjXhKS7HM9YiKP9dkrwAm7pzg', '1cj3xJBkTOF42ehQAXb3x2zZx6jCcx34YraOvzNa-ML4SLcXOOLkjyi4pyEwqlAlzfzMb_yK4yiSOg', 'BYSYpjqRLSXXEEo6fFjBHuUGK1fgOC0FZ9pHsxpqYHryNa4cShyZ14cIGRCizZdhayD8lfb3lq_h_Q', 'Zl7IyE6Obs_b6gQH1s2EVNlBI439wMm6YZkgwDiodr4KzWwxHziSIp-lJl1dT2daeK4omOUYGVQklA', '10lzlnqXO5h7-eiPenfTjtqVZCiIP8cDBWN8r2-iKwWUzUnmX8WWEz5G3TB_Kjvz9VgexE8joewRKA', 'U5NW8kzs4jxs1zdCdKzXQEex7PPnjxhha40Im2xJNz0oJni_lBU10eJ7EFphJmxd9j-TCN9P8qTX-Q', 'QBglC0E2WpU4ZWlDUD7bcsfS07pWbuZ0BG2HTIrBGZ08vFVUh5OqZ8tHtyFC6OFQZOEFGMW3RgWaMA', 'jZD3kd6_CYg3Y1xPGrypCrnNOE21mIq2WqfvJUOZeLBqe44AsPIdB0dsfXlTGXvS1MY5xx8JFERr4A']","[['IlIlIlIlIl', 'zyp'], ['xiaozhou', 'cn1'], ['fire', '6010'], ['짱자구지', '기모띠'], ['목감타이슨', 'KR1'], ['행단보도', 'KR1'], ['SOOP 옥맨', 'OKMAN'], ['pupupu3', 'KR2'], ['山崎信玄', '1711'], ['Chu성훈', 'KR1']]"
KR_7367223901,14.22.633.1362,1731606785497,1640,False,"[-1, 91, 150, 30, 42]","[61, 60, 76, 22, -1]","[114, 141, 4, 96, 432]","[68, 104, 910, 202, 497]","['Fiora', 'Kayn', 'TwistedFate', 'KogMaw', 'Bard']","['Rumble', 'Graves', 'Hwei', 'Jhin', 'Rakan']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['EKTQm6NEmOzbKU9fDqLIjMlKGOq-_0r6sJ0OVKgYM8uBQyQP0avJNDULFZlpwXJjDLgxX0vIoRUXkw', 'ym5Kda6lEZnSy-xTNu72y6ffjk5DDo-vsNIsSCYvpsIvurWQegfiQhv1msq5tbItH8dRwhjH1Lcg_w', 'yw7ro0xJDntCzbYFoH9_3zvNt2m3rJHpKz2Q0g-Gkjkr9_CTb39sKuVZ0QFSeO--BmS3i_hNS-98mg', 'xudXzhBPWB_okMkhRWCSg3lgnxVMRN8VODRuhUcQnVkaG9y9bZwfP_ZawHhg0TKa3BKBkW-K9xSqAg', 'apb4oqa_7ebxwu4xUhNMn7rzJu60kdSSdlgyJo4t7aIwsQR7Dl6LpWf6mlDtDSiYZJwl38SITOvsRg', 'rQT3EwOp86rcuG7S5Q-kBQEM4YoMYrU0w8bCef7PxAwSIfPZZzv0GmnN6l9C9jlLL0QrSqwwvt80jQ', 'yHyPglRylwdc7DbOipwwurNp2Ph7FdmE4xBr0hF8OW75jmunA3LXQJzwhJlK8KVQ8I4SZP6hEdPoXQ', '51AXAstn32FLTOjNYB4rrUtt14RcwWmLIRwVYUTUqOSi6Ao10CxJ9-YyaxKglNG9ZRMOl-BCFFDv6w', 'hGF36EDfEwYro4kt821pMmyxbs8KTPrvvm-GdauucYdy6Cvo9-TjJu_UQZBs8JzL3YTF4WMDibYAHA', 'KJZI_A0btW37FdCMw3yQMRn9s6fwuFPALo_ujuxScP8WWmxN_rmtBBSdnERrslDQjKEnnIyOcZ9rnQ']","[['어색했', 'KR1'], ['교회 다닙니다', '치 맨'], ['Rainy day', '0808'], ['Xianghanzhi1', 'KR1'], ['Pooh', 'KR5'], ['알하즈라이드', 'KR1'], ['Leigg', 'wbg'], ['튼튼짱짱만욱', '튼튼짱짱'], ['어드벤처', '한재성'], ['태기베어', 'KR2']]"
KR_7356206705,14.22.631.8255,1730917900867,1391,False,"[-1, 96, 24, 76, 30]","[7, 64, 893, 429, 24]","[98, 104, 61, 81, 12]","[164, 20, 142, 42, 526]","['Shen', 'Graves', 'Orianna', 'Ezreal', 'Alistar']","['Camille', 'Nunu', 'Zoe', 'Corki', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['mTYr8I97x2QKh3wqQECcDefUeZZEDlumktoXZ2Up3QuPSdEm1BtAdIswhngAtlS-QgEBE5gH3EdCRA', '8dC4Tm13PSdyJh3_Gu8i1_mOMfIEAJxcIHdATOUKewbYXfiV8gHKd3ystpomLCkrqP-WPT4iuVzsow', 'sqrmxNwfXVcqw0ve0hb363o1gC19H9c8mfSKeF9gD7yWVS2SXwxAmlJFJsWSv8UBk8EsAeYFr6Hiew', '9EFLSfjKv_NvdBWg869_hluuweOaDN-z4RC3JmdBBZZDYx6QSCyXFfh5ERbJDBRuQsi2hBKmv-Dizg', 'dv6KTbCRI0axbUoQh7fTX5Ke8k3-imVqNB_lhXulz_naR-2E526I-h5iKNtL5tzQY_pZrtAovyUOfg', 'xqWXOJ6vd2KIxVoa2-t2YXhh7XQ9jkB9yQmhxpxaCYB9WYTF86i5jNrovroPCm2mYnU0_iY-aeiclA', 'NQ0Cb4TdR9e5m4dQQZraO4zK01nSFeJKTowTq9Vm0TXSBNqk_KiR5FnfZMagiQBPucvK6tSdU-ylaA', 'p52EwTByCHT1z4KnwGEDaFsrntsNyNU0qQ_8K9Czltajq-7tJRkB2LdTE__w8qXNdlcXYNhQ4nY20Q', 'l0kAgPlM0Py8uYtQjqUMRnzbNUeSLf_ExSG4nn37u39O_oQhZBvJvpCtDEksE41SZTX0c1C8wImvaw', 'KJZI_A0btW37FdCMw3yQMRn9s6fwuFPALo_ujuxScP8WWmxN_rmtBBSdnERrslDQjKEnnIyOcZ9rnQ']","[['yangzhiganlu', '666'], ['민 재', '555'], ['모든일은같이', 'KR1'], ['ADC', '춘 천'], ['xiaotianshen', '0422'], ['bhbh', 'wywq'], ['이희태', 'KR2'], ['포카리스웨트', '9610'], ['Prever', '프리버'], ['태기베어', 'KR2']]"
KR_7365706283,14.22.633.1362,1731510077565,1019,True,"[51, 143, 893, 7, 799]","[518, 104, 22, 96, 7]","[24, 30, 246, 42, 53]","[79, 234, 901, 115, 12]","['Jax', 'Karthus', 'Qiyana', 'Corki', 'Blitzcrank']","['Gragas', 'Viego', 'Smolder', 'Ziggs', 'Alistar']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['1GlHQDzJ8A6gK8J5kUkxRNcVJqSl6dmTDvjg3OR516Bvzzoh1l1qPXRo8KzYLUxm9_m5TUxRpEiJrg', 'o7PO73jpSGZqSFIb_U2-BvADW_J_eEIWvDMkAEdRNyc-LIttDEcax--4Kaur0DDOOb9oqWtdUSfzOg', '_j96AhTWus6Dm1-Jnz3TO9LaUGFzMCqU8bwsvbDalQMZDRoJUtEIX8asakdKPxn1PmUcK1qjrWTkdA', 'jH6JAElHRM5FvLGBwSUYcDPZm0UVZFUpd3x6nmQ6yzE3iGRh7q1NUtBm7AwP9yR9FfboHJBRgxvpFw', 'etHy0V9djl2i7f1aIQ4JlKzrO1pSlO0298xwnbazcyUbrA2fdIV28lB_KKqmIH-_WWRFLdS8D6ogWw', '2cm5jlv7ONDUa1kxN7c527P0USq2TNeoi1asmWnvP7k7X3gq1euVN8AJBVlwiGRv5Rp4uFPf4zB8kw', 'BVHbonU2l68yxyUC9lZd0pMklEpjN1EfbqoJEJTE9Ek4jFZyG1qS7AVBMghryVI7akrcDPMVj0G0PA', 'y5IS_Q5M6hzEqBdNRbOoylD8l4J8YNZDIHAKJFqKcmC9aoRKg1j-BZOlgcP8P6Xaf8Dx8aT__rkY0w', 'VxsVPaVp2LOSCDoGu1aZk2FqhDjQ1xZjx3dRWqf0echrRbqztTLxuwAV9qNnLMXpoc3t528hUy-KUg', 'YAiG9UnZjUuUP1P-d1ZIXurg8Ij84epOnhlV3ikM7f6FlB4TUdzGwwOc9BMDxlVomhkvOpiy_UJ93Q']","[['Casting', 'KR11'], ['Re0', '2007'], ['Bell', '명 종'], ['Fun', '12121'], ['Duro', 'KSY'], ['피파가더재밌어요', 'KR1'], ['괜찮아요', 'wywq'], ['Bloodborne', 'PRO'], ['鈴木羽那', 'IMAS'], ['Asin', '0922']]"
KR_7366206587,14.22.633.1362,1731564126461,1335,True,"[-1, 555, 893, -1, 35]","[22, 950, 7, 555, 60]","[24, 104, 517, 42, 78]","[150, 203, 163, 96, 12]","['Jax', 'Graves', 'Sylas', 'Corki', 'Poppy']","['Gnar', 'Kindred', 'Taliyah', 'KogMaw', 'Alistar']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['1GlHQDzJ8A6gK8J5kUkxRNcVJqSl6dmTDvjg3OR516Bvzzoh1l1qPXRo8KzYLUxm9_m5TUxRpEiJrg', 'FJIdv84X-fG3m-2Fgdw4QCJvO_1YdNCEZb9RRfzDXujC4NYGZWbp3MuaiMbUhWCi8W28Csg58kfQbQ', 'UHE3NKhjofmqWB0DRTt70lnwlmtiEWxud80WZkHIIh4MnWFnb7i2UxNAuDai-AFkZ-YHuQqlCVnpiA', 'zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ', 'bUaML0Vc3l_ccS-PmCdseXc9ezcM0uHCz_LzfTVZ3plULegtBGDYr0Z8k2kHu16ORvy9TqGuo085qA', '3GgOAEWgZeOFU_LUnBev0JaOrvTE71er_s0VRX4pVb_fRisCjr3Jf3FxyvAKA8qPzhDJQj-x1DyuLA', 'sCrG0wbvJW4o_9My6CKnjfwibpTxOs77gaajxUsDO5rW7LTLM6pQXu6oYhI1Yi6Cgp8kld_HGu1TPg', 'jnZZEz1ANcWTNCSlYlQf-BdrRCDnL1rtVwwqrXaMBd0AfnT1Bvro3XMKNM2jGZMuscitLArg2nuAOQ', 'JHAmdYyheqoNWUHeCa0bIJUr7upzOQLcxazLBI6MQX9US4qZPvMCzz-_WR7STYA_YPS_mKQADrcfHA', 'iYpybd_Kgk-IJGWW45IMWNgXajOPEUdOW_iXxQcRR_kpZU581GbkdUrrGeOJY_FuZw1BNDAL4L5XXQ']","[['Casting', 'KR11'], ['Juhana', 'KRR1'], ['Loki', 'kr3'], ['桜満 集', '罪惡王冠'], ['yskmismyson', 'KR1'], ['zxcvasdf', 'KR11'], ['DK Sharvel', 'KR1'], ['Yondaime', 'Luo'], ['qweasdqweasdqw', '2506'], ['ghbajbgvia', '777']]"
KR_7366335537,14.22.633.1362,1731572282461,2090,False,"[72, 22, 104, 893, 50]","[-1, 96, 78, 7, 42]","[86, 64, 134, 202, 526]","[799, 143, 157, 221, 12]","['Garen', 'LeeSin', 'Syndra', 'Jhin', 'Rell']","['Ambessa', 'Zyra', 'Yasuo', 'Zeri', 'Alistar']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['6BotNLFJwLw0ehcu55rqFJxNNowtKPceeOuRcOE-z2wd7kEdFV5n2Mkqi123wb_3g20TSTsLlaT1EA', 'xbaOyFf398ES6uBIDUFcPSVJ0uZdc_Peq74kIEQQyVTp7XuLvEWhIxWASbxpzabWLFBrjgmB1jiA_g', 'TYYgWgNq41uBbC4os2vyi5ROkwxVOSARo9OwFFEAUhBHwrSmCY5P2Xyolv8i70FcwZ9XMKz87SUDIw', '9FqDvYdf5qCY5_cme55gxZZFbRlbGf8SdCX82Or3Ps3DpK-mznRgv5T-9WLOZDb9hysNfV9ZJPsuFQ', 'Mz979qVlV4mTr3ECKjCp43jhGwGUuqN4mkkzf5aHyZm4NQjfDl6ck0mKoanaids4xwXJTkpWBEiy6A', 'At4CMUXp7q4RBpxGPkMj_JRfMNEjVzeWhhpO-iKOx8Z6CqkcJMPT6FSkoHwBQxd3HLNNc14kuOfVLg', 'cAhirg9CJ-wan0-349I1K2mOrgl2BRxihgHpVq_7ZG0suSLVuFj8qpFwkY3GOTRSXDpRWwbhpAxk_w', 'TU1i4Jz2gipB0F9Mah68Oq0NYQq3oHqNdh5wB7pxyuvKJpNxndNCxJGxlwUxSMbie9XnJQbTprXaIg', 'qze8t4_MpAoGRLsVMJw9wvoBQV7rdNfHu7wItMsHc67SIVAjZ7vhgI31Z50BWQLP63BXpV-MpshVBg', 'ENwFOCemppTPf3Zfb4djx-kmvZKrE1HaR-GnHM6jpeW0bt-i-UdDo40oYFdfY8bfIlVHZtA8MS_P6Q']","[['젊은 이재석', '대재석'], ['felisa', 'KR1'], ['DRX', '7267'], ['내일을 바라보며', '지금을살자'], ['나는먼지', 'KR11'], ['ieada', 'KR1'], ['革命前夜', 'eill'], ['붐칙칵칙', 'KR1'], ['bababaabam', 'KR1'], ['Take A Rest Liam', 'Payne']]"
KR_7365727477,14.22.633.1362,1731511393177,1515,True,"[799, 555, 78, 526, 105]","[234, 143, -1, 96, 897]","[24, 104, 61, 115, 497]","[23, 120, 893, 110, 22]","['Jax', 'Graves', 'Orianna', 'Ziggs', 'Rakan']","['Tryndamere', 'Hecarim', 'Aurora', 'Varus', 'Ashe']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['ml1ORSFglfQliW-tvZXFN6relofN5tGOcm0v8XGTa2DxhkgzkqK6BaYlPeeAtAXr7xguckG1BmdgZw', 'KAS5rDEgwbpnBgNNQmt5qFo55tbH3z0aGLhRLAwxviE3HiEfWnuJYqjlKCkE8PbWanp3xVYWfB9iOQ', 'jvjQkwZWpMkZYksV-FuH7rvwyyLrQ9-Ndd6lSGjX9BdKLu-2co1Ai_txgCxCe1l6gsbzW5NlK_DOaA', 'JUoxco66RLPuHWzrQ0eLlK3jjxcD3-gAu8henUSkYPlwxtDVnAvlMd_A1bYyR66SrbWeHsXK7eeB4Q', 'IVY5PoT9BHycCUP7sORdKZMqrppEnPdGGX24P2CPiMEEo-uLG-234wLyVLcdagj7lcO3IZPqFdBaEQ', '8r5Bvb9qH6olsu4e7gaxGSoaZPEJ_rcc0qE55ukUKox0giaoY3wTRuoGwdxjO2GAB277GRxYt32j6w', '2L843oHRzTdXwgWmxDQyTAAPtIMV1lSRd_hv2i8bKwa4m_rW-qMGykTbVlvZQ_0O1NC3z2jyLYiTCQ', '8XpWAbQQpUmtoI4KJnR560HKgYtqPKuFYgpUPDPtZbK4h_E8Ll0hdaa1rVvUEocApU0Q80gnbDCn6g', 'uU7bn_muRN-mktD3BKOY9K6Ov7nw08yYoo6NaCkg7Hi0_EzOWIxmWRyraemWkhNW1m1I7jNVTBnTiw', 'Q_vkl_qDIDvG5NZL6Nrt3I1FRKFJ92fEEn-1nbzrTQqJwT8ZXkn62V2rbhdIvaOxspvVlyuMVJSs1g']","[['연변건의', '0711'], ['Saint', 'KR0'], ['chaojibaobeijojo', '123'], ['백 호', '9005'], ['Destiny', 'KR1'], ['chunyeyingying', '66666'], ['생배엄뒤나도한다', 'faker'], ['담 비', 'KR08'], ['Qd77', '777'], ['오늘도 나는', 'KR3']]"
KR_7363202621,14.22.633.1362,1731334781310,1486,True,"[22, 893, 68, 76, 555]","[72, 78, 555, 77, 96]","[92, 234, 84, 42, 89]","[56, 104, 518, 81, 497]","['Riven', 'Viego', 'Akali', 'Corki', 'Leona']","['Nocturne', 'Graves', 'Neeko', 'Ezreal', 'Rakan']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['Z8Sp1OUMjNxPk7p9ZL0Dk84Ch3RZUs3Z6knorMX7ifa1hoe-Ra5fkS30MS7r5FmpwUZozZDJaealNA', 'eItb5TjPF9Fn8xlgnwsagPWxKj0gA9n58VmfiKaPm7PTrhs0xyt3iTO_qxHYPLH2G7vLhyIPLVEGMg', 'aEdxIBp0-vhmTX_ZsL15-Sg0a_7UsvEYYExYYbzwzlpJwv0ifHfMioG4YO3Vp-S71aXWtWW8_KEa6g', 'VxDBPbRsNZCNFIIhUq1MILg6SJvYLbfD2Orcd1J03t-TvOHRsAPbXbIFOvdXGRD0Q_ACU30ZByA_eg', 'Mz979qVlV4mTr3ECKjCp43jhGwGUuqN4mkkzf5aHyZm4NQjfDl6ck0mKoanaids4xwXJTkpWBEiy6A', 'bAuALxgNp-25ngjPsKaUiVegASuZNvX7iLpyGAKbgxPREO8fPGUWeDq-o3HYnoJh6Fs2AcSc2Ob5kQ', 'k88cLdRaM9d7_HtU_NyE2td-lyhV8a7eMxNzmlQlcyOjyMVHeCbnrD19cbMWofUB7HPhH-h2131oOQ', '7f4I4vFUlyzeeD7FtbZAPiHRA1lUVmEEwBinlb5sqCARWmCAs1Xv3vyv5ccw40MpQjSuUI_2bjinTg', 'zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ', '5VbrI6aQRaQ3mylLHIgDjKx8KlVGoWg2dZBbJP_-t7XllEdZ0hjBlRpohJKi75uv1RAavcl-3qSOmg']","[['zzk9', '666'], ['Cà Mau Đá Gà', 'Chika'], ['FATE', 'KR2'], ['Samver', '7777'], ['나는먼지', 'KR11'], ['그브충이', 'KR1'], ['Castle', 'Jo1'], ['추운 기후 생존하다', 'bee'], ['桜満 集', '罪惡王冠'], ['카 엘', '0211']]"
KR_7348588802,14.21.630.3012,1730437109584,1392,True,"[78, 42, 7, 200, 104]","[901, 126, 154, 555, -1]","[893, 35, 105, 222, 12]","[69, 64, 910, 523, 526]","['Aurora', 'Shaco', 'Fizz', 'Jinx', 'Alistar']","['Cassiopeia', 'LeeSin', 'Hwei', 'Aphelios', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['RvmQZhpxqx1O2wntHR8cVVdfqCJ9aqHGG7daeatxAHWzWcIOxCf590dZhzJuLjOJEnxCwGlXfjwNqg', '_RcoRMP-93LBtztiC36mIXANTY9mZBn1wYIlF8qOMoEsZSHEQYsnVe3gYAgpmY7-O57I4XlLnWeH5g', 't1e-au_HtLap1XgPjTfdRYRFkFG9Y52NCtp3rq_e5za2jA29kgsHcYuHiybPLf-Rup5RSJhq8QzDNw', 'OGKndhOqHte4v17bvc0FrM-nAo5z3Ixy7CoFTa1LoJjNoI2uA7X7jJTBAq0SF-tLbjbMBimrgxFILA', 'Pq_si4SKLGXLSgYjwZo2Y3V5Ui-aTx4-lkjL9eCnGg9lZs65uZml1MwSTAVMtVRfHFYZ7jJAogpy_g', '-RsDl6jS7WRUwrWP6iLQHssC-ubLUysrETlmeAGlvfPAKWFvU4hf0zzv7RadcKkpiG0fniKoq2KkTg', 'R5TGZ7Xak3uxJoJsjCHVJ5r4S9GKmEBl2fl_vKRHdEQ2P_vXQB9cxk-sogVF4rpavrjlI5e-bb6ZGA', 'vAdm4tTZpLeCbirxkIkKlRrWY4EO8lk6qjz7xB-GDjdHkR-KeVH-ZiIIpfIxoIJE7kZe1tcd9-itQg', '2p7Rr9zTpL6pCpEvwhcfruWsuDT73AuYPPNbW4V5lJ4f3VNprhznn7G_s8eRu74Kc_ZT1mHfjjRerg', 'HAvQTD3_dcBgRYAMW_w9bSsqqJ-a8ZF21mXLpnIokjHj2WA0_lRJMnqvdEGKahmDPPKSk0Iyc73R6Q']","[['Vanana', '0110'], ['분노지수', '하양이'], ['ArthurianRomance', 'MBRS'], ['sanxingxiaojia', '0310'], ['롯데 자이언츠', '영광의순간'], ['조관우급 늪 설치', 'KR1'], ['1212', 'KR2'], ['恭喜发财', '4496'], ['쑤셔쑤셔', '444'], ['Mocha', 'KR1']]"
KR_7362855770,14.22.633.1362,1731322846725,1417,True,"[60, 234, 555, 110, 27]","[96, 7, 64, 526, 799]","[77, 104, 163, 51, 201]","[24, 131, 777, 42, 111]","['Udyr', 'Graves', 'Taliyah', 'Caitlyn', 'Braum']","['Jax', 'Diana', 'Yone', 'Corki', 'Nautilus']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['f1UKFM1PyEfpCybLTrA1Fsl_X6SaVarjcSApptR2Il3cxo7SSSFgI_B7r8WmlhDDBGgMssxqDhKS-Q', 'odoRxW5vW4vNlKgGP_GowiU7n2SEb-bu51gI01QeEXqRGhDRJEpHFGvtfv16JftLFxkLvZi9DMjWJQ', 'b17E-UDWgHqbAlAR6ko4-_C2ZW-HJXIIoXu1vVdqSbAy9ZboJJXyPMTROTjZZzQRUaE1on-uRCBscA', 'OUhkcNkQEY-K125cjdtOkZDx7W_e1qHXPMeowPWj8KEV0u3746IMZd-SM1qSH_RS7k5fnJGwGBJHBQ', 'dIZA3ipLElxhVqJr2dmdSd7D-fm7S8Rr124bCnJZpEb9l_adf51QyxZbgz1DqqNGqr2T79Jh5TlvBA', 'WKasaePMEvD-3wW6AOMHbJz5jUxpGPB_6EkBQVqUsFyZQF7ly4tBivB3czU4oaIMdaVleOToq6MwTA', 'QxEmfkY1htY56tpz6vLnCNmIY1yGzji4XE3AR1g10zpNSjdid6Euz1a1Ly4vD25hEOi4tOm6RKRJKw', 'j5-l-Lqj3vPo6tphHoJw3cAIe8KBUH4ps4de3BJGu1mjNnNdBopwFvlPdAavzrYX36aBTAbOclS8Kw', 'jDI96BfbwlclTICvLIsYYsfWmb0cHsXEXG6HpWopPiIlT-EupzaoGeBweTQL-C23Br80aUrSh0B_hQ', 'QuJCGRqbsV41sRJ8WZg_xy8ss3nBkoxToNpyl5A0LK2E0teuSw1ZOlExa7o7qDQsd_rjrG6JboXJ_w']","[['곰팡호', 'Chzzk'], ['라쿤99', 'KR1'], ['쭌 베', 'KR1'], ['찰떡꿀떡콩떡', 'kr2'], ['Bad Liar', '0414'], ['592', '世一上'], ['Drk', '0123'], ['Toasty', 'KR2'], ['wanan theworld', 'xdbx1'], ['oner friend', 'KR1']]"
KR_7363724770,14.22.633.1362,1731391470499,2101,True,"[30, -1, 104, -1, 22]","[-1, 122, 555, 234, 42]","[126, 72, 7, 202, 89]","[799, 36, 13, 96, 59]","['Jayce', 'Skarner', 'Leblanc', 'Jhin', 'Leona']","['Ambessa', 'DrMundo', 'Ryze', 'KogMaw', 'JarvanIV']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['VVHGhyOA4wm0DsBuBCzSv_ct_nD3ueXBzhkL8E-4gKnZ0RAA8ZjCBhBixfc5PwNCjZGmr9pnVDb-rA', 'ZN4SopZTY-20RphJAir5R-2wa7UPgF-c1jMblry32Q7cjHj1OqWxjegDZw2kF0Xz86hWJ-ziU6J8eQ', 'HcK4vrkMXAxdwPNAai8fHPAtic1FWO3rdFzU3b_DyNPr10Axn6zeRtwjisqhSnK6mPUPgj_JBrBCVQ', '9FqDvYdf5qCY5_cme55gxZZFbRlbGf8SdCX82Or3Ps3DpK-mznRgv5T-9WLOZDb9hysNfV9ZJPsuFQ', 'WT7evLXQ2rjFUhDvjnySi4z5gbZV0CzHGpdBI_7sfLLtdbF98FlmrGEVOoPjjYwl69NQefHV4agOQw', 'RHAxP9leJjFlVSMr4XNpjinbJqo7s6XqJGrFVchtbtUiH74I0aQVPxFdhjo-9izVoxFNQj_XyDBGEw', 'ZZdsgACG_fSAUbuJRx6ssUJKYX8PoJVr7OQrYonuWG32seprvn0u5hR0PUxwsGK5Sdwdm7LRI2cc8g', 'POyNQA-BLOMAajs1lwKvqhv1iGX7oc2Je4GiBjoF7DJxe1sVzuzhmoYHRvYtqP7SgoLa4FCRy4DL0Q', 'hAnQ1YX0f1n4-Jr_myvrUTDfmajsqTowzXb23uz3vIuWaOHk2um25vXNpfjBLU_anY-1iPgPVnnWiQ', 'YH-fk_wB4f57ffOqbZPgFw_JurJxC6Liab_79rp0yi3-zxygXRD__k7puQG2jBXZSB_a6IbZSBxT5w']","[['숟가락전사', 'KR1'], ['노력을 실력으로', 'KR1'], ['进退两难', '2000'], ['내일을 바라보며', '지금을살자'], ['TheHank', 'BLG'], ['C9 Thanatos', 'KR2'], ['Hegzzz', '2020'], ['Saber', 'kr11'], ['douyinlongze', 'zypp'], ['Chris2r', '0811']]"
